   name1,name2,street1,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility
Phoenix Behavioral Health LLC,Phoenix Addiction Services,1014 Whitehead Road Extension,Trenton,NJ,8638,2406,Mercer,609-771-3777 x113,Intakes,609-771-3777 x109,609-771-3777 x117,http://www.phoenixbh.com,40.260166,-74.7572,SA
Family Guidance Center of ,Warren Cnty,370 Memorial Parkway,Phillipsburg,NJ,8865,,Warren,908-454-4470,,908-689-1000,,http://www.fgcwc.org,40.6953515,-75.190611,SA
Lourdesmont,Behavioral Health Services,1327 Wyoming Avenue,Scranton,PA,18509,,Lackawanna,570-702-8360,,,,http://www.lourdesmont.org,41.422548,-75.650056,SA
Trenton Healthcare LLC,,801 New York Avenue,Trenton,NJ,8638,,Mercer,609-393-8000,,,,http://,40.2371837,-74.7464528,SA
Marworth,,Lily Lake Road,Waverly,PA,18471,,Lackawanna,570-563-1112 x301,,800-442-7722 x316,,http://www.marworth.org,41.53702,-75.702613,SA
A Better Today Inc,,1339 North Main Avenue,Scranton,PA,18508,,Lackawanna,570-344-1444,,,,http://www.abettertoday.org,41.4313504,-75.664718,SA
Drug and Alcohol Treatment Servs Inc,Outpatient Services,441 Wyoming Avenue,Scranton,PA,18503,,Lackawanna,570-961-1997,,,,http://datsrecovery.org,41.4124223,-75.6616748,SA
United Progress Inc,Trenton Treatment Center,56 Escher Street,Trenton,NJ,8609,,Mercer,609-392-2822 x203,,609-392-2822,,http://,40.228219,-74.754244,SA
Center for Healing,Behavioral Health Services LLC,20 Scotch Road,Trenton,NJ,8628,,Mercer,609-583-4915,,888-500-9279,,http://www.Center4Healing.com,40.2648636,-74.8011537,SA
Fairview Recovery Services Inc,Supportive Living Residential,5 Merrick Street,Binghamton,NY,13904,,Broome,607-722-8987 x232,,,,http://www.frsinc.org,42.1136066,-75.8761267,SA
Fairview Recovery Services Inc,Fairview Community Residence,5 Merrick Street,Binghamton,NY,13904,,Broome,607-722-8987 x232,,,,http://www.frsinc.org,42.1136066,-75.8761267,SA
Merrick House Community Residence,,8 Clapham Street,Binghamton,NY,13904,,Broome,607-722-8987 x232,,,,http://www.frsinc.org,42.1142203,-75.8763506,SA
Rescue Mission of Trenton,,72 Ewing Street,Trenton,NJ,8605,,Mercer,609-695-1436,,609-695-1436 x201,,http://www.rescuemissionoftrenton.org,40.223618,-74.756195,SA
Partners in Recovery,Project Free,10 Southard Street,Trenton,NJ,8609,,Mercer,609-396-4557 x2434,,800-360-7711,,http://www.catholiccharitiestrenton.org,40.2230697,-74.7556642,SA
Partners in Recovery,,10 Southard Street,Trenton,NJ,8609,,Mercer,609-396-4557,Intakes,609-278-4933,800-360-7711,http://www.catholiccharitiestrenton.org,40.2230604,-74.7556991,SA
New Horizon Treatment Services Inc,,132 Perry Street,Trenton,NJ,8618,,Mercer,609-394-8988 x18,Intakes,609-394-8988 x7148,609-394-8988 x7172,http://www.nhts.net,40.223419,-74.763144,SA
Foundation Healthcare LLC,Cedar Residence,929 Cedar Avenue,Scranton,PA,18505,,Lackawanna,570-891-0668,,570-955-3260 x307,,http://www.cedarresidencehh.com,41.3970241,-75.6697481,SA
Another Door Opens Recovery Center,,700 South Clinton Avenue,Trenton,NJ,8611,,Mercer,609-393-1219,Intakes,609-393-1219 x111,609-393-1219 x404,http://www.adorc.org/,40.2094578,-74.7516684,SA
Family Guidance Center Corp,Substance Abuse Recovery Program,946 Edgewood Avenue,Trenton,NJ,8618,,Mercer,609-393-1626,,609-587-6641,,http://www.fgccorp.org,40.234008,-74.789037,SA
PA Treatment and Healing,,2400 Stafford Avenue,Scranton,PA,18505,,Lackawanna,570-344-5960,,,,http://www.pathtochange.org,41.3778738,-75.6756186,SA
Fairview Recovery Services Inc,Addictions Crisis Center,247 Court Street,Binghamton,NY,13901,,Broome,607-722-4080,,,607-723-2241,http://www.frsinc.org,42.1018905,-75.9004286,SA
Addiction Center of Broome Cnty Inc,OP,30 West State Street,Binghamton,NY,13901,2332,Broome,607-723-7308,,607-723-7308 x118,,http://www.addictionctrofbroomecounty.org,42.1087782,-75.9048586,SA
Paul Pigoncelli MA/LPC/NCC,,33 3rd Street,Bordentown,NJ,8505,1369,Burlington,609-638-3022,,,609-575-1452,http://,40.1516364,-74.7108842,SA
United Health Services Hospitals Inc,New Horizons CD Inpt Rehab Unit,10-42 Mitchell Avenue,Binghamton,NY,13903,,Broome,607-762-2255,Intakes,607-762-2901,607-762-3232,http://www.uhs.net,42.088258,-75.914485,SA
Southern Tier Drug Abuse Trt Ctr,Outpatient Methadone Trt Clinic,10 Mitchell Avenue Basement,Binghamton,NY,13903,,Broome,607-762-2800,,,697-762-2856,http://www.uhs.net,42.088121,-75.9145228,SA
Good Friends Inc,,868 West Bridge Street,Morrisville,PA,19067,,Bucks,215-736-2861,,,,http://www.goodfriendsinc.org,40.201207,-74.78805,SA
Liberation Way,,90 West Afton Avenue,Morrisville,PA,19067,,Bucks,877-636-9322 x103,,877-636-9322 x1,,http://liberationway.com,40.2421476,-74.8438732,SA
Trehab Center Inc,,36 Public Avenue,Montrose,PA,18801,,Susquehanna,570-278-3338,,,570-232-4520,http://www.trehab.org,41.833253,-75.877973,SA
Preferred Behavioral Health of NJ,,848 West Bay Avenue,Barnegat,NJ,8005,,Ocean,609-660-0197,,,,http://,39.756722,-74.23786,SA
Harrington Family Health Center,,50 East Main Street,Harrington,ME,4643,,Washington,207-483-4502,,,,http://,44.621699,-67.797796,SA
Army Substance Abuse Program,,Building 5616,Fort Dix,NJ,8640,,Burlington,609-562-4011,,,,http://,40.006733,-74.620038,SA
BioCare Recovery,,301 Oxford Valley Road,Morrisville,PA,19067,,Bucks,267-392-5200,,,,http://www.biocarerecovery.com,40.2076995,-74.8673628,SA
Aldie Counseling Center,,2291 Cabot Boulevard West,Langhorne,PA,19047,,Bucks,215-642-3230,,215-642-3230 x107,,http://www.aldie.org,40.1915511,-74.8717626,SA
New Directions Treatment Services,,2442 Broadhead Road,Bethlehem,PA,18020,,Northampton,610-758-8011,Intakes,610-758-8011 x106,610-758-8011 x118,http://www.ndts.org,40.678259,-75.366932,SA
Livengrin Counseling Center,,1609 Woodbourne Road,Levittown,PA,19057,,Bucks,215-638-5200,Intakes,215-547-1440,800-245-4746,http://www.livengrin.org/,40.1617423,-74.868677,SA
Canton/Potsdam Hospital,MMD,50 Leroy Street,Potsdam,NY,13676,,Saint Lawrence,315-265-3300,Intakes,315-261-5969,315-265-3300 x3400,http://www.cphospital.org/,44.6765499,-74.9823091,SA
Recovery Center of America (RCA),,400 North Main Street,Manahawkin,NJ,8050,,Ocean,888-743-5748,,,,http://www.1800recovery.com,39.7059855,-74.2537475,SA
Daytop Village of New Jersey Inc,Ocean Outpatient,399 Main Street,Manahawkin,NJ,8050,,Ocean,732-875-1090,,,,http://www.daytopnj.org,39.7053333,-74.2533135,SA
Canton/Potsdam Hospital,Rehabilitation Unit,20 Cottage Street,Potsdam,NY,13676,,Saint Lawrence,315-261-5954 x2300,Intakes,315-261-5954 x1,315-265-3300 x2309,http://www.cphospital.org/,44.6771449,-74.9834715,SA
Wyoming Valley,Alcohol and Drug Services Inc,49 South Main Street,Pittston,PA,18640,,Luzerne,570-820-8888,,,,http://www.wvadsinc.com,41.32152433,-75.79121462,SA
Healthy Responses in a,Dysfunctional Society,1885 Mountain View Drive,Quakertown,PA,18951,,Bucks,610-847-2958,,,,http://www.healthyresponses.com,40.476045,-75.220482,SA
Steps to Recovery,,1400 Veterans Highway,Levittown,PA,19056,,Bucks,888-755-7227,,,,http://www.stepstorecovery.com,40.1489246,-74.8919605,SA
Summit IOP Limited,,702 Hyde Park Street,Doylestown,PA,18902,,Bucks,215-589-7111,,,,http://summithelps.com,40.3194356,-75.0944629,SA
Northeast Treatment Centers,NeT,44 East Broad Street,Bethlehem,PA,18018,5920,Northampton,610-868-0435,,,,http://www.net-centers.org,40.6219214,-75.3772496,SA
Pyramid Healthcare,Bristol OP,1230 Veterans Highway,Bristol,PA,19007,,Bucks,215-244-7607,,888-694-9996,,http://www.pyramidhealthcare.com,40.10985,-74.8769592,SA
Saint Regis Mohawk Health Services,Partridge House,25 Saint Regis Road,Hogansburg,NY,13655,,Franklin,518-358-2223,,,518-358-2224,http://www.srmt-nsn.gov/divisions/indian_health_service/,44.975748,-74.667403,SA
Council of Southeast PA Inc,,4459 West Swamp Road,Doylestown,PA,18902,,Bucks,215-230-8715,,,,http://www.councilsepa.org/,40.3327314,-75.136935,SA
Stable Community Services,,513 High Street,Burlington,NJ,8016,,Burlington,609-386-0650,,,,http://www.stablecommunityservices.org,40.074837,-74.856501,SA
Mid Atlantic Rehabilitation Services,(MARS ATP),826 Delaware Avenue,Bethlehem,PA,18015,,Northampton,610-419-3101,,,,http://www.marsatp.com,40.606965,-75.392166,SA
Aldie Counseling Center,,11 Welden Drive,Doylestown,PA,18901,,Bucks,215-345-8530 x110,Intakes,215-345-8530 x101,215-345-8530 x129,http://www.aldie.org,40.3340097,-75.1442746,SA
Libertae Inc,Halfway House,5245 Bensalem Boulevard,Bensalem,PA,19020,,Bucks,215-639-8681 x210,,215-639-8681 x201,,http://www.libertae.org,40.1143253,-74.9085509,SA
Libertae Inc,Family House,5245 Bensalem Boulevard,Bensalem,PA,19020,,Bucks,215-639-8681 x210,,215-639-8681 x201,,http://www.libertae.org,40.1142501,-74.9085453,SA
Saint Lawrence County,Chemical Dependency Services,80 State Highway 310,Canton,NY,13617,,Saint Lawrence,315-386-2189,,,,http://www.co.st-lawrence.ny.us,44.602054,-75.149132,SA
A Better Today Inc,,126 Warren Street,Tunkhannock,PA,18657,,Wyoming,570-996-9600,,,570-344-1444,http://www.abettertoday.org,41.5395,-75.947774,SA
Saint Regis Mohawk Tribe OP,,412 State Route 37,Hogansburg,NY,13655,,Franklin,518-358-3141 x7160,,518-358-3141 x160,,http://www.stregismohawktribe.com,44.978431,-74.6905239,SA
North Country Freedom Homes Inc,The Canton House,25 Dies Street,Canton,NY,13617,,Saint Lawrence,315-379-0139 x4,,315-379-0139 x8,,http://www.ncfreedomhomes.org,44.587823,-75.174881,SA
Livengrin Foundation Inc,,4833 Hulmeville Road,Bensalem,PA,19020,,Bucks,215-638-5200,,,800-245-4746,http://www.livengrin.org/,40.1190537,-74.9271192,SA
Canton Potsdam Hospital,Chemical Dependency Outpt Clinic,38 1/2 Main Street,Norwood,NY,13668,,Saint Lawrence,315-353-2572,,,315-265-3300,http://www.cphospital.org/,44.7502492,-74.9941223,SA
Tully Hill Chemical Dependency Trt,Outpatient,5821 Route 80,Tully,NY,13159,,Onondaga,315-696-6114,,,800-456-6114,http://www.tullyhill.com,42.8019447,-76.1170966,SA
Tully Hill Corp,IP,5821 Route 80,Tully,NY,13159,,Onondaga,315-696-6114,Intakes,315-696-6114 x127,800-456-6114,http://www.tullyhill.com,42.8019447,-76.1170966,SA
Tully Hill Corp,MSW IP,5821 Route 80,Tully,NY,13159,,Onondaga,315-696-6114,,,800-456-6114,http://www.tullyhill.com,42.8019447,-76.1170966,SA
White Deer Run,Lehigh,1620 Riverside Drive,Bethlehem,PA,18016,,Northampton,610-595-9081,,,610-814-7750,http://,40.6129453,-75.4130805,SA
Livengrin Counseling Center,Hanover Office Plaza,961 Marcon Boulevard,Allentown,PA,18109,,Lehigh,610-264-5521,,,610-264-5522,http://www.livengrin.org/,40.6441507,-75.4394799,SA
Wyoming Valley,Alcohol and Drug Services Inc,437 North Main Street,Wilkes Barre,PA,18705,,Luzerne,570-820-8888,,,570-655-3900,http://www.wvadsinc.com,41.281451,-75.846679,SA
Legacy Treatment Services,,795 Woodlane Road,Mount Holly,NJ,8060,,Burlington,609-267-1377,Intakes,800-433-7365,609-267-1377 x422,http://www.legacytreatment.org,40.012913,-74.805237,SA
SODAT of New Jersey Inc,,60 High Street,Mount Holly,NJ,8060,,Burlington,609-265-7884,,,,http://www.sodat.org,39.994597,-74.787952,SA
Oak Integrated Care,,770 Woodlane Road,Mount Holly,NJ,8060,,Burlington,609-702-0625,Intakes,609-265-2040,800-963-3377,http://www.oaksintcare.org,40.0118982,-74.8097926,SA
Burlington Comp Counseling Inc,,75 Washington Street,Mount Holly,NJ,8060,,Burlington,609-267-3610,,,609-267-9553,http://www.burlingtoncomprehensive.com/,39.9926,-74.792,SA
Central New York Services,Choices Adols/Young Adults,960 Salt Springs Road,Syracuse,NY,13224,,Onondaga,315-446-6250 x371,,315-478-0610,,http://www.cnyservices.org,43.045967,-76.0984247,SA
Syracuse Brick House Inc,DBA Syracuse Behavioral Healthcare,3606 James Street,Syracuse,NY,13206,,Onondaga,315-701-4578,,,,http://www.sbh.org/,43.068646,-76.09517,SA
Malvern Institute,Trevose,4612 Street Road,Feasterville Trevose,PA,19053,,Bucks,610-647-0330 x2127,,610-647-0330 x2900,,http://www.malverninstitute.com,40.1353297,-74.9807496,SA
Solstice Counseling Services Corp,Solstice Csl and Wellness Center,1561 Route 38 West,Lumberton,NJ,8048,,Burlington,609-288-8844,,,856-345-1461,http://www.solsticecares.com,39.9832691,-74.800409,SA
Community Service Foundation,,52 East Street Road,Feasterville Trevose,PA,19053,,Bucks,215-953-0895,,215-778-1515,,http://www.csfbuxmont.org,40.1501389,-75.0007126,SA
Crouse Health Hospital Inc,Commonwealth Place (Inpatient Prog),6010 East Molloy Road,Syracuse,NY,13211,,Onondaga,315-434-2470,Intakes,315-470-8304,800-727-6873,http://www.crouse.org/addiction,43.0988841,-76.0979029,SA
Clearbrook Manor,,1100 East Northampton Street,Wilkes Barre,PA,18706,,Luzerne,570-823-1171,,,,http://www.clearbrookinc.com,41.2194278,-75.8473551,SA
Forensic Consultants Ltd,Alcoholism Outpatient Clinic,2112 Erie Boulevard East,Syracuse,NY,13224,1041,Onondaga,315-472-1212,,,315-472-1214,http://,43.052008,-76.1114809,SA
Catholic Charities of Cortland County,Supportive Living,29 Charles Street,Cortland,NY,13045,,Cortland,607-756-9313,,,,http://www.ccocc.org,42.603746,-76.179075,SA
Catholic Charities of Cortland County,The Charles Street Halfway House,29 Charles Street,Cortland,NY,13045,,Cortland,607-756-9313,,,,http://www.ccocc.org,42.60269365,-76.17936061,SA
Family Csl Servs Cortland Cnty,Chemical Dependence Outpt Clinic,10 North Main Street,Cortland,NY,13045,,Cortland,607-753-0234,,,,http://www.fcscortland.com,42.6018127,-76.1807686,SA
Beacon Center,,20 Crawford Street,Cortland,NY,13045,,Cortland,607-428-5601,,,,http://www.beaconcenter.net/,42.5910785,-76.182,SA
WY Valley Alc and Drug Servs,,480 Pierce Street,Kingston,PA,18704,,Luzerne,570-820-8888,,,,http://,41.2585552,-75.8836681,SA
Choices Program of Wyoming Valley,,Hospital Company LLC,Kingston,PA,18704,,Luzerne,570-552-3700,,,,http://www.commonwealthhealth.net/,41.2697317,-75.8894307,SA
Self Help Movement Inc,,2600 Southampton Road,Philadelphia,PA,19116,,Philadelphia,215-677-7778,,,215-915-0002,http://www.selfhelpmovement.org,40.1153855,-74.9904682,SA
Wilkes Barre Behav Hosp Cnty LLC,DBA Choices Prog of WY Valley,518 Wyoming Avenue,Kingston,PA,18704,,Luzerne,570-552-3700,Intakes,800-762-9492,570-552-3727,http://www.chs.com,41.2686258,-75.8905878,SA
Step by Step Inc,,375 Linden Street,Allentown,PA,18102,,Lehigh,610-776-1224,,610-867-0688,,http://www.stepbystepusa.com,40.6057589,-75.4652507,SA
Treatment Trends Inc,Halfway Home of Lehigh Valley,24 South 5th Street,Allentown,PA,18101,,Lehigh,610-439-0218,,,610-439-2179,http://www.treatmenttrends.org,40.6021773,-75.4682965,SA
Treatment Trends Inc,Keenan House,18-22 South 6th Street,Allentown,PA,18101,,Lehigh,610-439-8479,,,,http://www.treatmenttrends.org,40.602109,-75.469515,SA
Crouse Health Hospital Inc,Outpt Rehabilitation Prog (Day Trt),410 South Crouse Avenue,Syracuse,NY,13210,,Onondaga,315-470-8380,Intakes,315-470-8304,800-727-6873,http://www.crouse.org/addiction,43.046002,-76.1369326,SA
Crouse Health Hospital Inc,Opioid Treatment Program,410 South Crouse Avenue,Syracuse,NY,13210,,Onondaga,315-470-8334,,315-470-8304,,http://www.crouse.org/addiction,43.046002,-76.1369326,SA
Crouse Health Hospital Inc,Outpatient Treatment Programs,410 South Crouse Avenue,Syracuse,NY,13210,,Onondaga,315-470-8340,Intakes,315-470-8304,800-727-6873,http://www.crouse.org/addicition,43.046002,-76.1369326,SA
Syracuse Behavioral Healthcare,The Willows Detoxification Program,847 James Street,Syracuse,NY,13203,,Onondaga,315-492-1184 x324,Intakes,315-492-1184 x0,315-701-1516,http://www.sbh.org/,43.0574307,-76.1392883,SA
Brick House Inpatient Facility IP,,847 James Street,Syracuse,NY,13203,,Onondaga,315-492-1184 x324,Intakes,315-492-1184,315-471-0568,http://,43.057478,-76.139332,SA
Syracuse Brick House Inc,The Mens Halfway House CR,121-125  Green Street,Syracuse,NY,13203,,Onondaga,315-472-4442,,,,http://www.sbh.org/,43.0541208,-76.1408284,SA
Bucks County Counseling,,127 South 5th Street,Quakertown,PA,18951,,Bucks,215-921-1810,,215-529-9998,,http://buckscounseling.org,40.439379,-75.340423,SA
Parkside Recovery,Knights Road,11082 Knights Road,Philadelphia,PA,19154,,Philadelphia,215-632-9040 x190,,215-632-9040 x126,,http://www.nhsonline.org,40.0836213,-74.9752745,SA
Phoenix Training Institute,,1147 West Liberty Street,Allentown,PA,18102,,Lehigh,610-737-0499,,,610-434-3202,http://phoenixtraininginstitute.com,40.6067154,-75.4850059,SA
Clem Mar House Inc for Men,,540-542 Main Street,Kingston,PA,18704,,Luzerne,570-288-0403,,,,http://www.clemmarhouse.org,41.2656955,-75.906822,SA
Syracuse Community Health Ctr Inc,Outpatient,819 South Salina Street,Syracuse,NY,13202,,Onondaga,315-234-5918,Intakes,315-476-7921 x2401,315-234-5918 x2402,http://,43.0399773,-76.1500293,SA
Treatment Trends Inc,Confront,1130 West Walnut Street,Allentown,PA,18102,,Lehigh,610-433-0148,,,,http://www.treatmenttrends.org,40.5980138,-75.4803335,SA
Syracuse Recovery Services LLC,,319 East Water Street,Syracuse,NY,13202,,Onondaga,315-475-1771,,,,http://www.syracuserecoveryservices.net,43.0506056,-76.1481883,SA
Syracuse Brick House Inc,DBA Syracuse Behavioral Healthcare,329 North Salina Street,Syracuse,NY,13203,,Onondaga,315-471-1564,,,315-471-0568,http://www.sbh.org,43.0555827,-76.152272,SA
Syracuse Brick House Inc,Supportive Living,329 North Salina Street,Syracuse,NY,13203,,Onondaga,315-472-9964,,,,http://www.sbh.org,43.055483,-76.152383,SA
Central New York Services Inc,Dual Recovery Program,321 West Onondaga Street,Syracuse,NY,13202,,Onondaga,315-478-0610,,,,http://www.cnyservices.org,43.042132,-76.155272,SA
Syracuse Brick House Inc,Lincoln MCR,168 Lincoln Avenue,Syracuse,NY,13204,,Onondaga,315-218-6492,,,315-472-9964,http://www.sbh.org/,43.0372546,-76.1574964,SA
Belvedere Health Services LLC,DBA Belvedere Addictions Center,344 West Genesee Street,Syracuse,NY,13202,,Onondaga,315-457-4700 x211,,315-457-4700,,http://www.belvedereaddictionscenter.com,43.0527443,-76.1559713,SA
Belvedere Health Services LLC ,Chemical Dependency,344 West Genesee Street,Syracuse,NY,13202,1100,Onondaga,315-457-4700 x214,,315-457-4700,,http://,43.052938,-76.156018,SA
Pyramid Healthcare Inc,Quakertown,2705 North Old Bethlehem Pike,Quakertown,PA,18951,,Bucks,215-536-9070,,888-694-9996 x7200,,http://,40.4717327,-75.3885159,SA
Northeast Family Healthcare LLC,,1040 SW End Boulevard,Quakertown,PA,18951,2634,Bucks,267-347-4560,,,,http://www.nefhc.net,40.4185358,-75.3452281,SA
PA Care LLC,DBA Miners Medical,43 South Main Street,Wilkes Barre,PA,18706,,Luzerne,570-822-5145,,,,http://www.minersmedical.com,41.2115242,-75.9016483,SA
Clem Mar House Inc for Women,,92 Church Street,Dallas,PA,18612,,Luzerne,570-674-1575,,,,http://www.clemmarhouse.org,41.33881,-75.963067,SA
Discovery House of,Huntington Valley Comp Trt Ctr,2755 Philmont Avenue,Huntingdon Valley,PA,19006,,Montgomery,215-458-2388,,,,http://www.discoveryhouse.com,40.12162,-75.0476988,SA
Rehab After Work,,9815 Roosevelt Boulevard,Philadelphia,PA,19114,,Philadelphia,215-342-4400,,610-644-6464,,http://www.lifecounseling.org,40.0856834,-75.0221416,SA
Community Service Foundation Inc,,253 North Main Street,Sellersville,PA,18960,,Bucks,215-257-4131,,,,http://www.csfbuxmont.org,40.3610597,-75.3116312,SA
Northeast Occupational Exchange,,25 Airport Road,Lincoln,ME,4457,,Penobscot,800-857-0500,Intakes,800-857-0500 x1,207-907-1541,http://www.noemaine.org,45.358784,-68.536145,SA
Penn Foundation Inc,Recovery Center,807 Lawn Avenue,Sellersville,PA,18960,,Bucks,215-257-9999,Intakes,215-257-9999 x5697,877-438-7326,http://www.pennfoundation.org,40.3643813,-75.3255415,SA
Right Direction Counseling,,1000 York Road,Willow Grove,PA,19090,,Montgomery,856-261-5882,,,,http://www.rightdirectioncounselingllc.com,40.1542835,-75.11333,SA
Rose Hill RRSY 1,,100 County Route 43,Massena,NY,13662,,Saint Lawrence,315-764-9700,,315-764-9700 x5236,,http://,44.941477,-74.916499,SA
Rose Hill RRSY 1,,100 County Route 43,Massena,NY,13662,,Saint Lawrence,315-764-9700,,,,http://,44.941477,-74.916499,SA
Conifer Park,Outpt Chemical Dependency Clinic,526 Old Liverpool Road,Liverpool,NY,13088,,Onondaga,315-453-3911,,,,http://www.coniferpark.com,43.0895705,-76.1890522,SA
